actor_id,actor,year,award_id,award,film
2150,DYLAN THOMAS ,1962,35,Documentary (Short Subject),"Jack Howells, Producer"
2218,CHAGALL ,1963,35,Documentary (Short Subject),"Simon Schiffrin, Producer"
2283,NINE FROM LITTLE ROCK ,1964,35,Documentary (Short Subject),"Charles Guggenheim, Producer"
2351,TO BE ALIVE! ,1965,35,Documentary (Short Subject),"Francis Thompson, Producer"
2425,A YEAR TOWARD TOMORROW ,1966,35,Documentary (Short Subject),"Edmond A. Levy, Producer"
2484,THE REDWOODS ,1967,35,Documentary (Short Subject),"Mark Harris and Trevor Greenwood, Producers"
2543,WHY MAN CREATES ,1968,35,Documentary (Short Subject),"Saul Bass, Producer"
2605,CZECHOSLOVAKIA 1968 ,1969,35,Documentary (Short Subject),"Denis Sanders and Robert M. Fresco, Producers"
2665,INTERVIEWS WITH MY LAI VETERANS ,1970,35,Documentary (Short Subject),"Joseph Strick, Producer"
2727,SENTINELS OF SILENCE ,1971,35,Documentary (Short Subject),"Manuel Arango and Robert Amram, Producers"
2900,DON'T ,1974,35,Documentary (Short Subject),"Robin Lehman, Producer"
2965,THE END OF THE GAME ,1975,35,Documentary (Short Subject),"Claire Wilbur and Robin Lehman, Producers"
3029,NUMBER OUR DAYS ,1976,35,Documentary (Short Subject),"Lynne Littman, Producer"
3085,GRAVITY IS MY ENEMY ,1977,35,Documentary (Short Subject),"John Joseph and Jan Stussy, Producers"
3211,PAUL ROBESON: TRIBUTE TO AN ARTIST ,1979,35,Documentary (Short Subject),"Saul J. Turell, Producer"
3280,KARL HESS: TOWARD LIBERTY ,1980,35,Documentary (Short Subject),"Roland Hallé and Peter W. Ladue, Producers"
3329,CLOSE HARMONY ,1981,35,Documentary (Short Subject),"Nigel Noble, Producer"
3385,IF YOU LOVE THIS PLANET ,1982,35,Documentary (Short Subject),"Edward Le Lorrain and Terri Nash, Producers"
3440,FLAMENCO AT 5:15 ,1983,35,Documentary (Short Subject),"Cynthia Scott and Adam Symansky, Producers"
3502,THE STONE CARVERS ,1984,35,Documentary (Short Subject),"Marjorie Hunt and Paul Wagner, Producers"
3564,WITNESS TO WAR: DR. CHARLIE CLEMENTS ,1985,35,Documentary (Short Subject),"David Goodman, Producer"
3632,"WOMEN--FOR AMERICA, FOR THE WORLD ",1986,35,Documentary (Short Subject),"Vivienne Verdon-Roe, Producer"
3698,YOUNG AT HEART ,1987,35,Documentary (Short Subject),"Sue Marx and Pamela Conn, Producers"
3820,THE JOHNSTOWN FLOOD ,1989,35,Documentary (Short Subject),"Charles Guggenheim, Producer"
3880,DAYS OF WAITING ,1990,35,Documentary (Short Subject),"Steven Okazaki, Producer"
4070,DEFENDING OUR LIVES ,1993,35,Documentary (Short Subject),"Margaret Lazarus, Renner Wunderlich"
4131,A TIME FOR JUSTICE ,1994,35,Documentary (Short Subject),Charles Guggenheim
4202,ONE SURVIVOR REMEMBERS ,1995,35,Documentary (Short Subject),Kary Antholis
4349,A STORY OF HEALING ,1997,35,Documentary (Short Subject),"Donna Dewey, Carol Pasternak"
4471,KING GIMP ,1999,35,Documentary (Short Subject),"Susan Hannah Hadary, William A. Whiteford"
4532,BIG MAMA ,2000,35,Documentary (Short Subject),Tracy Seretean
4598,THOTH ,2001,35,Documentary (Short Subject),"Sarah Kernochan, Lynn Appelle"
4656,TWIN TOWERS ,2002,35,Documentary (Short Subject),"Bill Guttentag, Robert David Port"
4717,CHERNOBYL HEART ,2003,35,Documentary (Short Subject),Maryann DeLeo
4781,MIGHTY TIMES: THE CHILDREN'S MARCH ,2004,35,Documentary (Short Subject),Robert Hudson and Bobby Houston
4917,THE BLOOD OF YINGZHOU DISTRICT ,2006,35,Documentary (Short Subject),Ruby Yang and Thomas Lennon
4985,FREEHELD ,2007,35,Documentary (Short Subject),Cynthia Wade and Vanessa Roth
5052,SMILE PINKI ,2008,35,Documentary (Short Subject),Megan Mylan
5120,MUSIC BY PRUDENCE ,2009,35,Documentary (Short Subject),Roger Ross Williams and Elinor Burkett
5179,STRANGERS NO MORE ,2010,35,Documentary (Short Subject),Karen Goodman and Kirk Simon
5251,SAVING FACE ,2011,35,Documentary (Short Subject),Daniel Junge and Sharmeen Obaid-Chinoy
5312,INOCENTE ,2012,35,Documentary (Short Subject),Sean Fine and Andrea Nix Fine
5377,THE LADY IN NUMBER 6: MUSIC SAVED MY LIFE ,2013,35,Documentary (Short Subject),Malcolm Clarke and Nicholas Reed
5448,CRISIS HOTLINE: VETERANS PRESS 1 ,2014,35,Documentary (Short Subject),Ellen Goosenberg Kent and Dana Perry
5520,A GIRL IN THE RIVER: THE PRICE OF FORGIVENESS,2015,35,Documentary (Short Subject),Sharmeen Obaid-Chinoy
17,ESKIMO ,1934,36,Film Editing,Conrad Nervig
1109,BODY AND SOUL ,1947,36,Film Editing,"Francis Lyon, Robert Parrish"
2544,BULLITT ,1968,36,Film Editing,Frank P. Keller
2969,JAWS ,1975,36,Film Editing,Verna Fields
4473,THE MATRIX ,1999,36,Film Editing,Zach Staenberg
4989,THE BOURNE ULTIMATUM ,2007,36,Film Editing,Christopher Rouse
5317,ARGO ,2012,36,Film Editing,William Goldenberg
5454,WHIPLASH ,2014,36,Film Editing,Tom Cross
1825,THE NIGHTS OF CABIRIA ,1957,37,Foreign Language Film,Italy
1893,MY UNCLE ,1958,37,Foreign Language Film,France
1955,BLACK ORPHEUS ,1959,37,Foreign Language Film,France
2089,THROUGH A GLASS DARKLY ,1961,37,Foreign Language Film,Sweden
2157,SUNDAYS AND CYBELE ,1962,37,Foreign Language Film,France
2290,"YESTERDAY, TODAY AND TOMORROW ",1964,37,Foreign Language Film,Italy
2359,THE SHOP ON MAIN STREET ,1965,37,Foreign Language Film,Czechoslovakia
2489,CLOSELY WATCHED TRAINS ,1967,37,Foreign Language Film,Czechoslovakia
2670,INVESTIGATION OF A CITIZEN ABOVE SUSPICION ,1970,37,Foreign Language Film,Italy
2732,THE GARDEN OF THE FINZI CONTINIS ,1971,37,Foreign Language Film,Italy
2786,THE DISCREET CHARM OF THE BOURGEOISIE ,1972,37,Foreign Language Film,France
2844,DAY FOR NIGHT ,1973,37,Foreign Language Film,France
2906,AMARCORD ,1974,37,Foreign Language Film,Italy
2971,DERSU UZALA ,1975,37,Foreign Language Film,Union of Soviet Socialist Republics
3031,BLACK AND WHITE IN COLOR ,1976,37,Foreign Language Film,Ivory Coast
3090,MADAME ROSA ,1977,37,Foreign Language Film,France
3154,GET OUT YOUR HANDKERCHIEFS ,1978,37,Foreign Language Film,France
3218,THE TIN DRUM ,1979,37,Foreign Language Film,Federal Republic of Germany
3286,MOSCOW DOES NOT BELIEVE IN TEARS ,1980,37,Foreign Language Film,Union of Soviet Socialist Republics
3335,MEPHISTO ,1981,37,Foreign Language Film,Hungary
3394,VOLVER A EMPEZAR ('TO BEGIN AGAIN') ,1982,37,Foreign Language Film,Spain
3506,DANGEROUS MOVES ,1984,37,Foreign Language Film,Switzerland
3570,THE OFFICIAL STORY ,1985,37,Foreign Language Film,Argentina
3634,THE ASSAULT ,1986,37,Foreign Language Film,The Netherlands
3701,BABETTE'S FEAST ,1987,37,Foreign Language Film,Denmark
3765,PELLE THE CONQUEROR ,1988,37,Foreign Language Film,Denmark
3824,CINEMA PARADISO ,1989,37,Foreign Language Film,Italy
3885,JOURNEY OF HOPE ,1990,37,Foreign Language Film,Switzerland
3951,MEDITERRANEO ,1991,37,Foreign Language Film,Italy
4011,INDOCHINE ,1992,37,Foreign Language Film,France
4072,BELLE EPOQUE ,1993,37,Foreign Language Film,Spain
4135,BURNT BY THE SUN ,1994,37,Foreign Language Film,Russia
4207,ANTONIA'S LINE ,1995,37,Foreign Language Film,The Netherlands
4278,KOLYA ,1996,37,Foreign Language Film,Czech Republic
4352,CHARACTER ,1997,37,Foreign Language Film,The Netherlands
4474,ALL ABOUT MY MOTHER ,1999,37,Foreign Language Film,Spain
4602,NO MAN'S LAND ,2001,37,Foreign Language Film,Bosnia & Herzegovina
4661,NOWHERE IN AFRICA ,2002,37,Foreign Language Film,Germany
4719,THE BARBARIAN INVASIONS ,2003,37,Foreign Language Film,Canada
4787,THE SEA INSIDE ,2004,37,Foreign Language Film,Spain
4860,TSOTSI ,2005,37,Foreign Language Film,South Africa
4924,THE LIVES OF OTHERS ,2006,37,Foreign Language Film,Germany
4992,THE COUNTERFEITERS ,2007,37,Foreign Language Film,Austria
5056,DEPARTURES ,2008,37,Foreign Language Film,Japan
5126,THE SECRET IN THEIR EYES ,2009,37,Foreign Language Film,Argentina
5185,IN A BETTER WORLD ,2010,37,Foreign Language Film,Denmark
5258,A SEPARATION ,2011,37,Foreign Language Film,Iran
5382,THE GREAT BEAUTY ,2013,37,Foreign Language Film,Italy
5525,SON OF SAUL,2015,37,Foreign Language Film,Hungary
3357,JOSEPH B. WALKER,1981,38,Gordon E. Sawyer Award,
3471,DR. JOHN G. FRAYNE,1983,38,Gordon E. Sawyer Award,
3790,GORDON HENRY COOK,1988,38,Gordon E. Sawyer Award,
3852,PIERRE ANGENIEUX,1989,38,Gordon E. Sawyer Award,
3914,STEFAN KUDELSKI,1990,38,Gordon E. Sawyer Award,
3972,RAY HARRYHAUSEN,1991,38,Gordon E. Sawyer Award,
4038,ERICH KAESTNER,1992,38,Gordon E. Sawyer Award,
4238,DONALD C. ROGERS,1995,38,Gordon E. Sawyer Award,
4382,DON IWERKS,1997,38,Gordon E. Sawyer Award,
4568,IRWIN W. YOUNG,2000,38,Gordon E. Sawyer Award,
4746,PETER D. PARKS,2003,38,Gordon E. Sawyer Award,
4882,GARY DEMOS,2005,38,Gordon E. Sawyer Award,
5020,DAVID A. GRAFTON,2007,38,Gordon E. Sawyer Award,
5081,ED CATMULL,2008,38,Gordon E. Sawyer Award,
5286,DOUGLAS TRUMBULL,2011,38,Gordon E. Sawyer Award,
5416,PETER W. ANDERSON,2013,38,Gordon E. Sawyer Award,
5487,DAVID WINCHESTER GRAY,2014,38,Gordon E. Sawyer Award,
1357,GEORGE MURPHY,1950,39,Honorary Award,
1358,LOUIS B. MAYER,1950,39,Honorary Award,
1496,GEORGE ALFRED MITCHELL,1952,39,Honorary Award,
1497,JOSEPH M. SCHENCK,1952,39,Honorary Award,
1498,MERIAN C. COOPER,1952,39,Honorary Award,
1499,HAROLD LLOYD,1952,39,Honorary Award,
1577,PETE SMITH,1953,39,Honorary Award,
1578,20TH CENTURY-FOX FILM CORPORATION,1953,39,Honorary Award,
1579,JOSEPH I. BREEN,1953,39,Honorary Award,
1580,BELL AND HOWELL COMPANY,1953,39,Honorary Award,
1649,BAUSCH & LOMB OPTICAL COMPANY,1954,39,Honorary Award,
1650,KEMP R. NIVER,1954,39,Honorary Award,
1651,DANNY KAYE,1954,39,Honorary Award,
1652,JON WHITELEY,1954,39,Honorary Award,The Little Kidnappers
1653,VINCENT WINTER,1954,39,Honorary Award,The Little Kidnappers
1794,EDDIE CANTOR,1956,39,Honorary Award,
1851,CHARLES BRACKETT,1957,39,Honorary Award,
1852,B.B. KAHANE,1957,39,Honorary Award,
1853,"GILBERT M. (BRONCHO BILLY"""") ANDERSON""""",1957,39,Honorary Award,
1981,LEE DE FOREST,1959,39,Honorary Award,
1982,BUSTER KEATON,1959,39,Honorary Award,
2047,STAN LAUREL,1960,39,Honorary Award,
2048,HAYLEY MILLS,1960,39,Honorary Award,Pollyanna
2112,WILLIAM L. HENDRICKS,1961,39,Honorary Award,A Force in Readiness
2113,FRED L. METZLER,1961,39,Honorary Award,
2114,JEROME ROBBINS,1961,39,Honorary Award,
2313,WILLIAM TUTTLE,1964,39,Honorary Award,7 Faces of Dr. Lao
2453,YAKIMA CANUTT,1966,39,Honorary Award,
2574,JOHN CHAMBERS,1968,39,Honorary Award,Planet of the Apes
2575,ONNA WHITE,1968,39,Honorary Award,Oliver!
2809,CHARLES S. BOREN,1972,39,Honorary Award,
2810,EDWARD G. ROBINSON,1972,39,Honorary Award,
2871,HENRI LANGLOIS,1973,39,Honorary Award,
2872,GROUCHO MARX,1973,39,Honorary Award,
2934,HOWARD HAWKS,1974,39,Honorary Award,
2935,JEAN RENOIR,1974,39,Honorary Award,
3119,MARGARET BOOTH,1977,39,Honorary Award,
3178,WALTER LANTZ,1978,39,Honorary Award,
3179,THE MUSEUM OF MODERN ART DEPARTMENT OF FILM,1978,39,Honorary Award,
3244,HAL ELIAS,1979,39,Honorary Award,
3470,HAL ROACH,1983,39,Honorary Award,
3533,THE NATIONAL ENDOWMENT FOR THE ARTS,1984,39,Honorary Award,
3597,ALEX NORTH,1985,39,Honorary Award,
3788,THE NATIONAL FILM BOARD OF CANADA,1988,39,Honorary Award,
3789,EASTMAN KODAK COMPANY,1988,39,Honorary Award,
3851,AKIRA KUROSAWA,1989,39,Honorary Award,
3912,MYRNA LOY,1990,39,Honorary Award,
3970,SATYAJIT RAY,1991,39,Honorary Award,
4037,FEDERICO FELLINI,1992,39,Honorary Award,
4164,MICHELANGELO ANTONIONI,1994,39,Honorary Award,
4237,CHUCK JONES,1995,39,Honorary Award,
4314,MICHAEL KIDD,1996,39,Honorary Award,
4381,STANLEY DONEN,1997,39,Honorary Award,
4439,ELIA KAZAN,1998,39,Honorary Award,
4505,ANDRZEJ WAJDA,1999,39,Honorary Award,
4565,JACK CARDIFF,2000,39,Honorary Award,
4566,ERNEST LEHMAN,2000,39,Honorary Award,
4745,BLAKE EDWARDS,2003,39,Honorary Award,
4813,SIDNEY LUMET,2004,39,Honorary Award,
4881,ROBERT ALTMAN,2005,39,Honorary Award,
4952,ENNIO MORRICONE,2006,39,Honorary Award,
5019,ROBERT BOYLE,2007,39,Honorary Award,
5150,ROGER CORMAN,2009,39,Honorary Award,
5151,GORDON WILLIS,2009,39,Honorary Award,
5213,KEVIN BROWNLOW,2010,39,Honorary Award,
5214,JEAN-LUC GODARD,2010,39,Honorary Award,
5215,ELI WALLACH,2010,39,Honorary Award,
5284,JAMES EARL JONES.,2011,39,Honorary Award,
5285,DICK SMITH,2011,39,Honorary Award,
5344,HAL NEEDHAM,2012,39,Honorary Award,
5345,D.A. PENNEBAKER,2012,39,Honorary Award,
5346,"GEORGE STEVENS, JR.",2012,39,Honorary Award,
5414,STEVE MARTIN,2013,39,Honorary Award,
5415,PIERO TOSI,2013,39,Honorary Award,
5484,JEAN-CLAUDE CARRIÈRE,2014,39,Honorary Award,
5485,HAYAO MIYAZAKI,2014,39,Honorary Award,
5486,MAUREEN O'HARA,2014,39,Honorary Award,
5549,SPIKE LEE,2015,39,Honorary Award,
1356,THE WALLS OF MALAPAGA,1950,40,Honorary Foreign Language Film Award,
1423,RASHOMON,1951,40,Honorary Foreign Language Film Award,
1648,GATE OF HELL,1954,40,Honorary Foreign Language Film Award,
1722,"SAMURAI, THE LEGEND OF MUSASHI",1955,40,Honorary Foreign Language Film Award,
222,DARRYL F. ZANUCK,1937,41,Irving G. Thalberg Memorial Award,
300,HAL B. WALLIS,1938,41,Irving G. Thalberg Memorial Award,
687,SIDNEY FRANKLIN,1942,41,Irving G. Thalberg Memorial Award,
1215,JERRY WALD,1948,41,Irving G. Thalberg Memorial Award,
1424,ARTHUR FREED,1951,41,Irving G. Thalberg Memorial Award,
1581,GEORGE STEVENS,1953,41,Irving G. Thalberg Memorial Award,
1795,BUDDY ADLER,1956,41,Irving G. Thalberg Memorial Award,
1919,JACK L. WARNER,1958,41,Irving G. Thalberg Memorial Award,
2115,STANLEY KRAMER,1961,41,Irving G. Thalberg Memorial Award,
2249,SAM SPIEGEL,1963,41,Irving G. Thalberg Memorial Award,
2382,WILLIAM WYLER,1965,41,Irving G. Thalberg Memorial Award,
2454,ROBERT WISE,1966,41,Irving G. Thalberg Memorial Award,
2513,ALFRED HITCHCOCK,1967,41,Irving G. Thalberg Memorial Award,
2693,INGMAR BERGMAN,1970,41,Irving G. Thalberg Memorial Award,
2873,LAWRENCE WEINGARTEN,1973,41,Irving G. Thalberg Memorial Award,
2997,MERVYN LEROY,1975,41,Irving G. Thalberg Memorial Award,
3056,PANDRO S. BERMAN,1976,41,Irving G. Thalberg Memorial Award,
3120,WALTER MIRISCH,1977,41,Irving G. Thalberg Memorial Award,
3245,RAY STARK,1979,41,Irving G. Thalberg Memorial Award,
3356,ALBERT R. BROCCOLI,1981,41,Irving G. Thalberg Memorial Award,
3662,STEVEN SPIELBERG,1986,41,Irving G. Thalberg Memorial Award,
3724,BILLY WILDER,1987,41,Irving G. Thalberg Memorial Award,
3913,DAVID BROWN AND RICHARD D. ZANUCK,1990,41,Irving G. Thalberg Memorial Award,
3971,GEORGE LUCAS,1991,41,Irving G. Thalberg Memorial Award,
4315,SAUL ZAENTZ,1996,41,Irving G. Thalberg Memorial Award,
4440,NORMAN JEWISON,1998,41,Irving G. Thalberg Memorial Award,
4567,DINO DE LAURENTIIS,2000,41,Irving G. Thalberg Memorial Award,
5152,JOHN CALLEY,2009,41,Irving G. Thalberg Memorial Award,
5216,FRANCIS FORD COPPOLA,2010,41,Irving G. Thalberg Memorial Award,
1793,Y. FRANK FREEMAN,1956,42,Jean Hersholt Humanitarian Award,
2046,SOL LESSER,1960,42,Jean Hersholt Humanitarian Award,
2111,GEORGE SEATON,1961,42,Jean Hersholt Humanitarian Award,
2180,STEVE BROIDY,1962,42,Jean Hersholt Humanitarian Award,
2381,EDMOND L. DEPATIE,1965,42,Jean Hersholt Humanitarian Award,
2452,GEORGE BAGNALL,1966,42,Jean Hersholt Humanitarian Award,
2573,MARTHA RAYE,1968,42,Jean Hersholt Humanitarian Award,
2632,GEORGE JESSEL,1969,42,Jean Hersholt Humanitarian Award,
2870,LEW WASSERMAN,1973,42,Jean Hersholt Humanitarian Award,
2933,ARTHUR B. KRIM,1974,42,Jean Hersholt Humanitarian Award,
2996,DR. JULES C. STEIN,1975,42,Jean Hersholt Humanitarian Award,
3177,LEO JAFFE,1978,42,Jean Hersholt Humanitarian Award,
3243,ROBERT BENJAMIN,1979,42,Jean Hersholt Humanitarian Award,
3469,M. J. FRANKOVICH,1983,42,Jean Hersholt Humanitarian Award,
3532,DAVID L. WOLPER,1984,42,Jean Hersholt Humanitarian Award,
3596,CHARLES 'BUDDY' ROGERS,1985,42,Jean Hersholt Humanitarian Award,
3850,HOWARD W. KOCH,1989,42,Jean Hersholt Humanitarian Award,
4163,QUINCY JONES,1994,42,Jean Hersholt Humanitarian Award,
4625,ARTHUR HILLER,2001,42,Jean Hersholt Humanitarian Award,
4812,ROGER MAYER,2004,42,Jean Hersholt Humanitarian Award,
4951,SHERRY LANSING,2006,42,Jean Hersholt Humanitarian Award,
5080,JERRY LEWIS,2008,42,Jean Hersholt Humanitarian Award,
5343,JEFFREY KATZENBERG,2012,42,Jean Hersholt Humanitarian Award,
5483,HARRY BELAFONTE,2014,42,Jean Hersholt Humanitarian Award,
4317,VOLKER W. BAHNEMANN,1996,43,John A. Bonner Medal of Commendation,
4318,"BURTON BUD"""" STONE""""",1996,43,John A. Bonner Medal of Commendation,
4383,PETE CLARK,1997,43,John A. Bonner Medal of Commendation,
4441,DAVID W. GRAY,1998,43,John A. Bonner Medal of Commendation,
4507,EDMUND M. DI GIULIO,1999,43,John A. Bonner Medal of Commendation,
4508,TAKUO MIYAGISHIMA,1999,43,John A. Bonner Medal of Commendation,
4570,"N. PAUL KENWORTHY, JR.",2000,43,John A. Bonner Medal of Commendation,
4628,RAY FEENEY,2001,43,John A. Bonner Medal of Commendation,
4686,CURT R. BEHLMER,2002,43,John A. Bonner Medal of Commendation,
4687,RICHARD B. GLICKMAN,2002,43,John A. Bonner Medal of Commendation,
4747,DOUGLAS GREENFIELD,2003,43,John A. Bonner Medal of Commendation,
4883,DON HALL,2005,43,John A. Bonner Medal of Commendation,
4954,RICHARD EDLUND,2006,43,John A. Bonner Medal of Commendation,
5022,DAVID INGLISH,2007,43,John A. Bonner Medal of Commendation,
5082,MARK KIMBALL,2008,43,John A. Bonner Medal of Commendation,
5217,DENNY CLAIRMONT,2010,43,John A. Bonner Medal of Commendation,
5347,BILL TAYLOR,2012,43,John A. Bonner Medal of Commendation,
5417,"CHARLES TAD"""" MARBURG""""",2013,43,John A. Bonner Medal of Commendation,
3338,AN AMERICAN WEREWOLF IN LONDON ,1981,44,Makeup,Rick Baker
3395,QUEST FOR FIRE ,1982,44,Makeup,"Sarah Monzani, Michèle Burke"
3573,MASK ,1985,44,Makeup,"Michael Westmore, Zoltan Elek"
3706,HARRY AND THE HENDERSONS ,1987,44,Makeup,Rick Baker
3768,BEETLEJUICE ,1988,44,Makeup,"Ve Neill, Steve La Porte, Robert Short"
4076,MRS. DOUBTFIRE ,1993,44,Makeup,"Greg Cannom, Ve Neill, Yolanda Toussieng"
4139,ED WOOD ,1994,44,Makeup,"Rick Baker, Ve Neill, Yolanda Toussieng"
4283,THE NUTTY PROFESSOR ,1996,44,Makeup,"Rick Baker, David LeRoy Anderson"
5128,STAR TREK ,2009,44,Makeup,"Barney Burman, Mindy Hall and Joel Harlow"
5190,THE WOLFMAN ,2010,44,Makeup,Rick Baker and Dave Elsey
5260,THE IRON LADY ,2011,44,Makeup,Mark Coulier and J. Roy Helland
3121,GORDON E. SAWYER,1977,46,Medal of Commendation,
3122,SIDNEY PAUL SOLOW,1977,46,Medal of Commendation,
3180,LINWOOD G. DUNN,1978,46,Medal of Commendation,
3181,LOREN L. RYDER,1978,46,Medal of Commendation,
3182,WALDON O. WATSON,1978,46,Medal of Commendation,
3246,JOHN O. AALBERG,1979,46,Medal of Commendation,
3247,CHARLES G. CLARKE,1979,46,Medal of Commendation,
3248,JOHN G. FRAYNE,1979,46,Medal of Commendation,
3305,FRED HYNES,1980,46,Medal of Commendation,
3598,"JOHN H. WHITNEY, SR.",1985,46,Medal of Commendation,
3663,E. M. (AL) LEWIS,1986,46,Medal of Commendation,
3915,RODERICK T. RYAN,1990,46,Medal of Commendation,
3916,DON TRUMBULL,1990,46,Medal of Commendation,
3917,GEOFFREY H. WILLIAMSON,1990,46,Medal of Commendation,
3974,RICHARD J. STUMPF,1991,46,Medal of Commendation,
3975,JOSEPH WESTHEIMER,1991,46,Medal of Commendation,
4040,PETRO VLAHOS,1992,46,Medal of Commendation,
4165,JOHN A. BONNER,1994,46,Medal of Commendation,
3159,THE BUDDY HOLLY STORY ,1978,47,Music (Adaptation Score),Joe Renzetti
507,ALL THAT MONEY CAN BUY ,1941,49,Music (Music Score of a Dramatic Picture),Bernard Herrmann
2791,LIMELIGHT ,1972,51,Music (Original Dramatic Score),"Charles Chaplin, Raymond Rasch, Larry Russell"
2433,BORN FREE ,1966,52,Music (Original Music Score),John Barry
425,PINOCCHIO ,1940,54,Music (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington"
3036,THE OMEN ,1976,54,Music (Original Score),Jerry Goldsmith
3221,A LITTLE ROMANCE ,1979,54,Music (Original Score),Georges Delerue
3642,'ROUND MIDNIGHT ,1986,54,Music (Original Score),Herbie Hancock
3771,THE MILAGRO BEANFIELD WAR ,1988,54,Music (Original Score),Dave Grusin
3831,THE LITTLE MERMAID ,1989,54,Music (Original Score),Alan Menken
3955,BEAUTY AND THE BEAST ,1991,54,Music (Original Score),Alan Menken
4015,ALADDIN ,1992,54,Music (Original Score),Alan Menken
4141,THE LION KING ,1994,54,Music (Original Score),Hans Zimmer
4483,THE RED VIOLIN ,1999,54,Music (Original Score),John Corigliano
2676,LET IT BE ,1970,58,Music (Original Song Score),Music and lyrics by The Beatles
3513,PURPLE RAIN ,1984,58,Music (Original Song Score),Prince
2981,"I'M EASY"""" FROM NASHVILLE""""",1975,59,Music (Original Song),Music and Lyrics by Keith Carradine
3162,"LAST DANCE"""" FROM THANK GOD IT'S FRIDAY""""",1978,59,Music (Original Song),Music and Lyrics by Paul Jabara
3225,"IT GOES LIKE IT GOES"""" FROM NORMA RAE""""",1979,59,Music (Original Song),Music by David Shire; Lyric by Norman Gimbel
3773,"LET THE RIVER RUN"""" FROM WORKING GIRL""""",1988,59,Music (Original Song),Music and Lyric by Carly Simon
3836,"UNDER THE SEA"""" FROM THE LITTLE MERMAID""""",1989,59,Music (Original Song),Music by Alan Menken; Lyric by Howard Ashman
4020,"A WHOLE NEW WORLD"""" FROM ALADDIN""""",1992,59,Music (Original Song),Music by Alan Menken; Lyric by Tim Rice
4082,"STREETS OF PHILADELPHIA"""" FROM PHILADELPHIA""""",1993,59,Music (Original Song),Music and Lyric by Bruce Springsteen
4361,"MY HEART WILL GO ON"""" FROM TITANIC""""",1997,59,Music (Original Song),Music by James Horner; Lyric by Will Jennings
4422,"WHEN YOU BELIEVE"""" FROM THE PRINCE OF EGYPT""""",1998,59,Music (Original Song),Music and Lyric by Stephen Schwartz
4488,"YOU'LL BE IN MY HEART"""" FROM TARZAN""""",1999,59,Music (Original Song),Music and Lyric by Phil Collins
4550,"THINGS HAVE CHANGED"""" FROM WONDER BOYS""""",2000,59,Music (Original Song),Music and Lyric by Bob Dylan
5062,"JAI HO"""" FROM SLUMDOG MILLIONAIRE""""",2008,59,Music (Original Song),Music by A.R. Rahman; Lyric by Gulzar
5194,"WE BELONG TOGETHER"""" FROM TOY STORY 3""""",2010,59,Music (Original Song),Music and Lyric by Randy Newman
5263,"MAN OR MUPPET"""" FROM THE MUPPETS""""",2011,59,Music (Original Song),Music and Lyric by Bret McKenzie
5534,WRITING'S ON THE WALL FROM SPECTRE,2015,59,Music (Original Song),Music and Lyric by Jimmy Napes and Sam Smith
522,DUMBO ,1941,61,Music (Scoring of a Musical Picture),"Frank Churchill, Oliver Wallace"
1183,EASTER PARADE ,1948,61,Music (Scoring of a Musical Picture),"Johnny Green, Roger Edens"
1256,ON THE TOWN ,1949,61,Music (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton"
2027,SONG WITHOUT END (THE STORY OF FRANZ LISZT) ,1960,61,Music (Scoring of a Musical Picture),"Morris Stoloff, Harry Sukman"
430,TIN PAN ALLEY ,1940,63,Music (Scoring),Alfred Newman
20,"THE CONTINENTAL"""" FROM THE GAY DIVORCEE""""",1934,66,Music (Song),Music by Con Conrad; Lyrics by Herb Magidson
197,"SWEET LEILANI"""" FROM WAIKIKI WEDDING""""",1937,66,Music (Song),Music and Lyrics by Harry Owens
662,"WHITE CHRISTMAS"""" FROM HOLIDAY INN""""",1942,66,Music (Song),Music and Lyrics by Irving Berlin
1121,"ZIP-A-DEE-DOO-DAH"""" FROM SONG OF THE SOUTH""""",1947,66,Music (Song),Music by Allie Wrubel; Lyrics by Ray Gilbert
2031,"NEVER ON SUNDAY"""" FROM NEVER ON SUNDAY""""",1960,66,Music (Song),Music and Lyrics by Manos Hadjidakis
2439,"BORN FREE"""" FROM BORN FREE""""",1966,66,Music (Song),Music by John Barry; Lyrics by Don Black
2500,"TALK TO THE ANIMALS"""" FROM DOCTOR DOLITTLE""""",1967,66,Music (Song),Music and Lyrics by Leslie Bricusse
2743,"THEME FROM SHAFT"""" FROM SHAFT""""",1971,67,"Music (Song, Original for the Picture)",Music and Lyrics by Isaac Hayes
2920,CLOSED MONDAYS ,1974,70,Short Film (Animated),"Will Vinton and Bob Gardiner, Producers"
2985,GREAT ,1975,70,Short Film (Animated),"Bob Godfrey, Producer"
3047,LEISURE ,1976,70,Short Film (Animated),"Suzanne Baker, Producer"
3106,THE SAND CASTLE ,1977,70,Short Film (Animated),"Co Hoedeman, Producer"
3169,SPECIAL DELIVERY ,1978,70,Short Film (Animated),"Eunice Macaulay and John Weldon, Producers"
3231,EVERY CHILD ,1979,70,Short Film (Animated),"Derek Lamb, Producer"
3295,THE FLY ,1980,70,Short Film (Animated),"Ferenc Rofusz, Producer"
3346,CRAC ,1981,70,Short Film (Animated),"Frédéric Back, Producer"
3406,TANGO ,1982,70,Short Film (Animated),"Zbigniew Rybczynski, Producer"
